
     0.569         0.112         0.475
     0.768         0.698         0.094
     0.140         0.731         0.433
     0.128         0.141         0.416
     0.686         0.093         0.339
     0.884         0.672         0.929
     0.892         0.399         0.164
     0.651         0.010         0.262
     0.939         0.409         0.935
     0.111         0.130         0.344
     0.906         0.274         0.503
     0.872         0.301         0.837
     0.665         0.105         0.529
     0.459         0.125         0.362
     0.709         0.280         0.569
     0.862         0.272         0.530
     0.469         0.175         0.441
     0.816         0.046         0.882
     0.306         0.514         0.964
     0.848         0.752         0.668
     0.433         0.511         0.462
     0.336         0.107         0.570
     0.268         0.647         0.106
     0.021         0.278         0.957
     0.548         0.208         0.820
     0.663         0.822         0.547
     0.956         0.768         0.272
     0.358         0.778         0.545
     0.476         0.323         0.366
     0.397         0.218         0.089
     0.587         0.469         0.886
     0.624         0.090         0.291
     0.381         0.954         0.003
     0.366         0.082         0.867
     0.978         0.018         0.054
     0.563         0.416         0.805
     0.510         0.331         0.658
     0.406         0.874         0.042
     0.746         0.878         0.428
     0.747         0.545         0.805
     0.068         0.932         0.500
     0.506         0.534         0.891
     0.241         0.934         0.761
     0.745         0.989         0.609
     0.691         0.538         0.278
     0.368         0.065         0.568
     0.856         0.829         0.310
     0.244         0.945         0.655
     0.003         0.019         0.494
     0.743         0.386         0.609
     0.743         0.099         0.631
     0.512         0.029         0.685
     0.091         0.020         0.008
     0.107         0.519         0.069
     0.812         0.619         0.361
     0.879         0.108         0.039
     0.241         0.294         0.919
     0.280         0.540         0.295
     0.329         0.797         0.176
     0.664         0.015         0.224
     0.246         0.050         0.940
     0.988         0.926         0.034
     0.418         0.990         0.293
     0.774         0.206         0.048
     0.356         0.278         0.213
     0.069         0.784         0.296
     0.383         0.916         0.584
     0.634         0.709         0.697
     0.940         0.734         0.838
     0.108         0.182         0.563
     0.157         0.980         0.532
     0.332         0.609         0.438
     0.813         0.123         0.447
     0.359         0.614         0.173
     0.363         0.006         0.655
     0.240         0.331         0.235
     0.961         0.567         0.391
     0.922         0.901         0.804
     0.045         0.043         0.897
     0.206         0.868         0.754
     0.797         0.352         0.206
     0.153         0.331         0.638
     0.672         0.590         0.332
     0.012         0.676         0.381
     0.166         0.490         0.708
     0.935         0.434         0.577
     0.673         0.644         0.904
     0.430         0.394         0.686
     0.484         0.333         0.965
     0.242         0.029         0.627
     0.168         0.038         0.643
     0.018         0.882         0.678
     0.979         0.656         0.669
     0.259         0.732         0.550
     0.731         0.213         0.582
     0.237         0.414         0.811
     0.652         0.978         0.669
     0.114         0.863         0.059
     0.637         0.672         0.140
     0.284         0.531         0.155
     0.927         0.112         0.938
     0.765         0.597         0.617
     0.638         0.001         0.791
     0.578         0.408         0.711
     0.824         0.527         0.485
     0.007         0.323         0.727
     0.593         0.206         0.250
     0.749         0.052         0.859
     0.242         0.708         0.132
     0.530         0.687         0.326
     0.231         0.201         0.692
     0.452         0.184         0.243
     0.691         0.237         0.786
     0.737         0.015         0.533
     0.020         0.295         0.754
     0.025         0.793         0.662
     0.205         0.333         0.507
     0.819         0.004         0.343
     0.483         0.526         0.302
     0.412         0.556         0.225
     0.756         0.911         0.310
     0.648         0.083         0.508
     0.166         0.475         0.996
     0.477         0.853         0.139
     0.025         0.591         0.379
     0.313         0.430         0.677
     0.960         0.182         0.271
     0.893         0.769         0.136
     0.729         0.821         0.409
     0.567         0.024         0.135
     0.849         0.981         0.005
     0.895         0.601         0.192
     0.823         0.645         0.726
     0.796         0.066         0.752
     0.184         0.996         0.051
     0.804         0.705         0.253
     0.297         0.485         0.516
     0.479         0.715         0.669
     0.902         0.455         0.968
     0.730         0.331         0.325
     0.913         0.645         0.080
     0.302         0.330         0.545
     0.321         0.982         0.688
     0.675         0.353         0.045
     0.982         0.487         0.997
     0.990         0.911         0.148
     0.031         0.508         0.888
     0.838         0.285         0.707
     0.175         0.667         0.925
     0.925         0.110         0.730
     0.824         0.686         0.149
     0.959         0.376         0.954
     0.470         0.369         0.493
     0.976         0.555         0.188
     0.666         0.715         0.522
     0.247         0.703         0.284
     0.254         0.637         0.956
     0.911         0.480         0.410
     0.716         0.741         0.523
     0.505         0.562         0.732
     0.541         0.549         0.837
     0.660         0.701         0.998
     0.932         0.594         0.414
     0.223         0.683         0.239
     0.105         0.681         0.252
     0.321         0.474         0.430
     0.601         0.394         0.248
     0.115         0.434         0.518
     0.674         0.111         0.385
     0.634         0.569         0.699
     0.803         0.955         0.794
     0.665         0.894         0.058
     0.896         0.829         0.460
     0.098         0.029         0.807
     0.327         0.440         0.031
     0.797         0.825         0.776
     0.373         0.659         0.865
     0.002         0.332         0.304
     0.566         0.513         0.613
     0.815         0.563         0.058
     0.519         0.743         0.017
     0.737         0.426         0.598
     0.941         0.012         0.009
     0.496         0.470         0.081
     0.713         0.041         0.976
     0.570         0.044         0.516
     0.920         0.839         0.822
     0.807         0.837         0.190
     0.206         0.595         0.895
     0.889         0.318         0.193
     0.498         0.887         0.377
     0.496         0.785         0.516
     0.192         0.245         0.716
     0.090         0.312         0.457
     0.835         0.238         0.688
     0.656         0.853         0.144
     0.793         0.006         0.985
     0.274         0.603         0.468
     0.980         0.144         0.002
     0.684         0.345         0.209
     0.857         0.316         0.365
     0.295         0.774         0.403
     0.353         0.517         0.109
     0.927         0.433         0.725
     0.805         0.613         0.636
     0.542         0.981         0.853
     0.348         0.701         0.851
     0.079         0.352         0.363
     0.763         0.926         0.574
     0.282         0.102         0.697
     0.171         0.824         0.625
     0.045         0.636         0.064
     0.292         0.711         0.609
     0.220         0.699         0.398
     0.265         0.836         0.559
     0.704         0.073         0.268
     0.765         0.329         0.072
     0.842         0.428         0.495
     0.258         0.806         0.172
     0.049         0.963         0.118
     0.304         0.273         0.279
     0.457         0.002         0.139
     0.694         0.335         0.653
     0.808         0.333         0.786
     0.982         0.648         0.854
     0.233         0.491         0.440
     0.536         0.172         0.533
     0.435         0.828         0.723
     0.776         0.250         0.497
     0.424         0.798         0.293
     0.976         0.783         0.437
     0.314         0.665         0.170
     0.959         0.740         0.160
     0.399         0.307         0.674
     0.649         0.765         0.923
     0.357         0.140         0.136
     0.272         0.018         0.694
     0.112         0.776         0.874
     0.290         0.563         0.707
     0.978         0.189         0.479
     0.007         0.201         0.403
     0.779         0.627         0.371
     0.406         0.999         0.305
     0.331         0.604         0.458
     0.781         0.273         0.110
     0.173         0.052         0.495
     0.892         0.321         0.125
     0.062         0.628         0.561
     0.342         0.984         0.151
     0.058         0.214         0.285
     0.186         0.378         0.508
     0.306         0.704         0.489
     0.873         0.706         0.950
     0.933         0.218         0.016
     0.926         0.799         0.849
     0.490         0.066         0.682
     0.404         0.040         0.524
     0.468         0.145         0.459
     0.806         0.206         0.037
     0.822         0.260         0.026
     0.220         0.839         0.611
     0.927         0.595         0.683
     0.330         0.257         0.366
     0.519         0.978         0.862
     0.267         0.314         0.045
     0.700         0.221         0.313
     0.752         0.708         0.928
     0.259         0.135         0.218
     0.716         0.619         0.839
     0.961         0.633         0.603
     0.026         0.520         0.731
     0.008         0.965         0.040
     0.117         0.751         0.830
     0.924         0.762         0.325
     0.492         0.431         0.056
     0.718         0.073         0.716
     0.876         0.185         0.344
     0.555         0.016         0.063
     0.532         0.598         0.435
     0.433         0.758         0.611
     0.976         0.026         0.453
     0.431         0.273         0.884
     0.769         0.594         0.266
     0.061         0.644         0.359
     0.976         0.262         0.756
     0.505         0.776         0.746
     0.797         0.822         0.551
     0.822         0.350         0.582
     0.551         0.771         0.274
     0.713         0.575         0.695
     0.090         0.513         0.185
     0.493         0.857         0.576
     0.170         0.327         0.686
     0.200         0.014         0.138
     0.691         0.936         0.342
     0.321         0.666         0.151
     0.584         0.115         0.818
     0.203         0.857         0.797
     0.056         0.790         0.432
     0.889         0.964         0.211
     0.749         0.625         0.867
     0.802         0.354         0.195
     0.981         0.194         0.682
     0.842         0.706         0.854
     0.235         0.467         0.633
     0.658         0.461         0.327
     0.841         0.072         0.884
     0.714         0.210         0.983
     0.865         0.164         0.856
     0.379         0.383         0.627
     0.913         0.383         0.598
     0.047         0.333         0.744
     0.405         0.505         0.766
     0.779         0.779         0.814
     0.406         0.046         0.761
     0.011         0.442         0.560
     0.355         0.343         0.912
     0.868         0.695         0.221
     0.288         0.034         0.243
     0.335         0.343         0.563
     0.975         0.315         0.076
     0.131         0.511         0.817
     0.117         0.639         0.429
     0.029         0.250         0.724
     0.122         0.461         0.530
     0.116         0.964         0.879
     0.499         0.782         0.542
     0.869         0.725         0.758
     0.196         0.397         0.253
     0.937         0.574         0.534
     0.087         0.052         0.922
     0.996         0.854         0.776
     0.013         0.192         0.308
     0.026         0.019         0.549
     0.914         0.852         0.349
     0.702         0.933         0.866
     0.431         0.106         0.982
     0.246         0.194         0.429
     0.239         0.427         0.002
     0.504         0.906         0.519
     0.168         0.841         0.250
     0.239         0.078         0.344
     0.077         0.740         0.544
     0.105         0.152         0.978
     0.665         0.435         0.878
     0.085         0.827         0.751
     0.983         0.784         0.644
     0.758         0.675         0.050
     0.524         0.831         0.391
     0.411         0.342         0.737
     0.673         0.676         0.709
     0.234         0.615         0.841
     0.972         0.399         0.578
     0.579         0.980         0.606
     0.547         0.077         0.394
     0.389         0.202         0.498
     0.992         0.815         0.930
     0.507         0.752         0.111
     0.444         0.254         0.063
     0.079         0.847         0.030
     0.997         0.636         0.543
     0.438         0.475         0.405
     0.399         0.473         0.885
     0.282         0.377         0.241
     0.197         0.540         0.285
     0.799         0.037         0.210
     0.565         0.036         0.733
     0.167         0.504         0.803
     0.593         0.622         0.391
     0.307         0.367         0.554
     0.362         0.962         0.017
     0.534         0.220         0.610
     0.670         0.154         0.054
     0.590         0.713         0.065
     0.932         0.145         0.729
     0.219         0.784         0.130
     0.425         0.997         0.258
     0.294         0.898         0.144
     0.187         0.009         0.979
     0.832         0.593         0.456
     0.239         0.664         0.076
     0.868         0.383         0.367
     0.545         0.139         0.904
     0.441         0.779         0.821
     0.832         0.782         0.048
     0.977         0.857         0.497
     0.740         0.755         0.651
     0.065         0.004         0.875
     0.638         0.135         0.931
     0.392         0.938         0.340
     0.592         0.174         0.298
     0.818         0.114         0.876
     0.309         0.425         0.165
     0.737         0.513         0.771
     0.600         0.164         0.049
     0.084         0.322         1.000
     0.474         0.579         0.500
     0.955         0.258         0.078
     0.841         0.215         0.336
     0.174         0.050         0.249
     0.998         0.203         0.704
     0.682         0.031         0.778
     0.219         0.163         0.643
     0.191         0.016         0.287
     0.151         0.218         0.401
     0.792         0.337         0.343
     0.238         0.237         0.182
     0.168         0.139         0.290
     0.526         0.323         0.404
     0.435         0.005         0.116
     0.821         0.679         0.880
     0.443         0.984         0.603
     0.081         0.156         0.994
     0.568         0.472         0.826
     0.592         0.053         0.555
     0.977         0.125         0.168
     0.900         0.499         0.237
     0.390         0.705         0.049
     0.666         0.706         0.429
     0.209         0.073         0.005
     0.736         0.846         0.861
     0.593         0.882         0.138
     0.723         0.722         0.057
     0.361         0.566         0.128
     0.715         0.006         0.728
     0.284         0.585         0.288
     0.387         0.286         0.100
     0.841         0.926         0.517
     0.569         0.339         0.506
     0.376         0.136         0.930
     0.936         0.100         0.365
     0.336         0.062         0.020
     0.456         0.808         0.839
     0.747         0.322         0.894
     0.440         0.409         0.276
     0.971         0.446         0.192
     0.056         0.130         0.963
     0.686         0.689         0.319
     0.953         0.816         0.766
     0.978         0.823         0.712
     0.741         0.100         0.914
     0.310         0.915         0.780
     0.033         0.984         0.454
     0.344         0.012         0.475
     0.962         0.713         0.085
     0.625         0.483         0.184
     0.576         0.148         0.513
     0.281         0.087         0.307
     0.258         0.377         0.731
     0.519         0.602         0.055
     0.152         0.278         0.729
     0.821         0.725         0.458
     0.324         0.396         0.009
     0.380         0.365         0.033
     0.108         0.894         0.950
     0.639         0.749         0.863
     0.228         0.213         0.467
     0.340         0.618         0.669
     0.133         0.633         0.981
     0.626         0.251         0.420
     0.006         0.334         0.981
     0.262         0.420         0.554
     0.601         0.032         0.241
     0.809         0.801         0.688
     0.767         0.577         0.053
     0.405         0.768         0.766
     0.590         0.090         0.610
     0.201         0.409         0.291
     0.073         0.169         0.076
     0.331         0.026         0.365
     0.486         0.847         0.524
     0.897         0.246         0.353
     0.901         0.168         0.421
     0.454         0.979         0.355
     0.351         0.694         0.677
     0.816         0.878         0.962
     0.975         0.142         0.381
     0.099         0.668         0.906
     0.873         0.326         0.543
     0.617         0.559         0.090
     0.570         0.824         0.707
     0.753         0.073         0.568
     0.184         0.149         0.370
     0.540         0.852         0.160
     0.046         0.860         0.536
     0.187         0.203         0.794
     0.251         0.567         0.253
     0.336         0.044         0.665
     0.238         0.059         0.723
     0.746         0.684         0.143
     0.877         0.197         0.886
     0.243         0.477         0.280
     0.524         0.569         0.387
     0.651         0.455         0.405
     0.821         0.013         0.564
     0.274         0.567         0.198
     0.799         0.709         0.276
     0.952         0.961         0.913
     0.709         0.158         0.404
     0.674         0.342         0.870
     0.856         0.319         0.849
     0.511         0.742         0.179
     0.957         0.300         0.116
     0.068         0.713         0.057
     0.127         0.130         0.203
     0.343         0.650         0.526
     0.092         0.357         0.548
     0.528         0.383         0.206
     0.846         0.335         0.345
     0.185         0.146         0.979
     0.142         0.044         0.746
     0.565         0.004         0.604
     0.823         0.279         0.328
     0.123         0.939         0.508
     0.559         0.125         0.926
     0.344         0.462         0.148
     0.518         0.950         0.943
     0.066         0.106         0.721
     0.508         0.081         0.628
     0.614         0.800         0.356
     0.663         0.057         0.748
     0.375         0.111         0.727
     0.176         0.379         0.701
     0.171         0.894         0.122
     0.619         0.624         0.339
     0.698         0.389         0.463
     0.197         0.642         0.846
     0.673         0.332         0.319
     0.242         0.081         0.671
     0.097         0.477         0.772
     0.698         0.319         0.777
     0.255         0.263         0.139
     0.912         0.493         0.408
     0.688         0.345         0.693
     0.418         0.065         0.760
     0.847         0.726         0.507
     0.972         0.005         0.147
     0.048         0.664         0.018
     0.925         0.826         0.556
     0.587         0.632         0.451
     0.897         0.741         0.540
     0.420         0.630         0.446
     0.182         0.226         0.624
     0.703         0.617         0.653
     0.427         0.829         0.707
     0.972         0.231         0.549
     0.579         0.178         0.306
     0.096         0.816         0.485
     0.640         0.242         0.097
     0.571         0.177         0.790
     0.448         0.838         0.195
     0.606         0.753         0.813
     0.131         0.512         0.060
     0.162         0.959         0.528
     0.150         0.797         0.057
     0.042         0.427         0.591
     0.825         0.621         0.840
     0.696         0.325         0.464
     0.277         0.062         0.630
     0.393         0.780         0.467
     0.192         0.377         0.893
     0.778         0.948         0.997
     0.434         0.689         0.110
     0.196         0.619         0.602
     0.985         0.317         0.995
     0.544         0.604         0.612
     0.477         0.042         0.159
     0.011         0.802         0.327
     0.139         0.618         0.748
     0.976         0.756         0.109
     0.242         0.287         0.180
     0.222         0.134         0.895
     0.890         0.126         0.503
     0.127         0.837         0.597
     0.531         0.164         0.575
     0.261         0.767         0.943
     0.575         0.473         0.112
     0.614         0.982         0.883
     0.638         0.083         0.272
     0.329         0.148         0.320
     0.509         0.042         0.821
     0.633         0.905         0.262
     0.019         0.504         0.506
     0.495         0.883         0.100
     0.987         0.799         0.818
     0.845         0.803         0.963
     0.786         0.923         0.381
     0.491         0.204         0.554
     0.524         0.552         0.662
     0.417         0.611         0.934
     0.034         0.000         0.501
     0.956         0.323         0.008
     0.264         0.442         0.407
     0.640         0.344         0.840
     0.037         0.239         0.403
     0.185         0.790         0.501
     0.105         0.977         0.647
     0.686         0.074         0.454
     0.207         0.883         0.529
     0.666         0.492         0.676
     0.440         0.711         0.605
     0.826         0.666         0.783
     0.796         0.912         0.805
     0.757         0.198         0.999
     0.711         0.833         0.071
     0.051         0.531         0.796
     0.992         0.006         0.961
     0.768         0.006         0.100
     0.664         0.592         0.203
     0.619         0.604         0.898
     0.629         0.805         0.406
     0.789         0.531         0.555
     0.277         0.938         0.214
     0.775         0.415         0.657
     0.833         0.356         0.967
     0.457         0.979         0.389
     0.548         0.439         0.692
     0.641         0.593         0.385
     0.913         0.531         0.763
     0.189         0.494         0.431
     0.678         0.500         0.766
     0.219         0.561         0.751
     0.770         0.951         0.973
     0.994         0.213         0.322
     0.707         0.672         0.458
     0.722         0.467         0.688
     0.316         0.242         0.029
     0.280         0.512         0.834
     0.963         0.221         0.637
     0.803         0.610         0.746
     0.033         0.389         0.043
     0.084         0.946         0.096
     0.300         0.768         0.952
     0.184         0.329         0.046
     0.074         0.422         0.544
     0.213         0.666         0.022
     0.128         0.668         0.847
     0.999         0.689         0.799
     0.834         0.783         0.369
     0.796         0.185         0.619
     0.891         0.467         0.761
     0.786         0.611         0.514
     0.384         0.153         0.452
     0.563         0.983         0.906
     0.689         0.633         0.627
     0.810         0.778         0.831
     0.890         0.363         0.186
     0.599         0.060         0.232
     0.627         0.027         0.665
     0.789         0.588         0.526
     0.739         0.194         0.556
     0.259         0.732         0.542
     0.757         0.693         0.117
     0.265         0.183         0.652
     0.834         0.208         0.862
     0.196         0.079         0.524
     0.139         0.626         0.096
     0.445         0.590         0.446
     0.257         0.174         0.003
     0.431         0.797         0.563
     0.825         0.867         0.781
     0.940         0.894         0.416
     0.547         0.568         0.156
     0.896         0.324         0.534
     0.375         0.973         0.246
     0.299         0.334         0.291
     0.826         0.269         0.934
     0.556         0.071         0.759
     0.183         0.845         0.143
     0.144         0.008         0.042
     0.981         0.633         0.358
     0.365         0.603         0.340
     0.678         0.410         0.869
     0.297         0.458         0.893
     0.663         0.401         0.404
     0.857         0.753         0.400
     0.021         0.248         0.611
     0.623         0.421         0.610
     0.768         0.330         0.146
     0.904         0.048         0.220
     0.693         0.860         0.489
     0.109         0.175         0.533
     0.850         0.000         0.901
     0.795         0.062         0.290
     0.427         0.340         0.831
     0.027         0.781         0.261
     0.641         0.732         0.457
     0.190         0.392         0.334
     0.927         0.865         0.744
     0.240         0.640         0.012
     0.068         0.820         0.487
     0.991         0.291         1.000
     0.941         0.501         0.053
     0.274         0.355         0.767
     0.776         0.321         0.937
     0.536         0.462         0.445
     0.070         0.063         0.992
     0.528         0.863         0.874
     0.788         0.691         0.306
     0.392         0.937         0.223
     0.894         0.425         0.231
     0.078         0.760         0.397
     0.741         0.149         0.496
     0.821         0.064         0.786
     0.038         0.920         0.383
     0.839         0.865         0.993
     0.760         0.970         0.557
     0.019         0.690         0.796
     0.590         0.009         0.617
     0.920         0.343         0.048
     0.896         0.437         0.271
     0.441         0.035         0.540
     0.399         0.629         0.149
     0.097         0.019         0.942
     0.182         0.792         0.354
     0.894         0.873         0.106
     0.787         0.058         0.849
     0.393         0.369         0.207
     0.395         0.857         0.103
     0.337         0.706         0.533
     0.848         0.296         0.785
     0.143         0.652         0.231
     0.657         0.422         0.635
     0.534         0.580         0.676
     0.144         0.326         0.035
     0.243         0.155         0.818
     0.462         0.673         0.481
     0.214         0.203         0.096
     0.296         0.571         0.503
     0.659         0.799         0.806
     0.724         0.037         0.040
     0.148         0.253         0.887
     0.742         0.773         0.649
     0.581         0.822         0.319
     0.180         0.953         0.595
     0.212         0.158         0.320
     0.199         0.674         0.100
     0.987         0.610         0.525
     0.078         0.492         0.484
     0.896         0.304         0.835
     0.749         0.325         0.512
     0.990         0.054         0.789
     0.410         0.235         0.692
     0.044         0.317         0.207
     0.670         0.625         0.078
     0.756         0.354         0.186
     0.717         0.175         0.675
     0.687         0.628         0.947
     0.544         0.891         0.334
     0.903         0.519         0.981
     0.865         0.764         0.163
     0.030         0.960         0.794
     0.839         0.507         0.136
     0.988         0.619         0.893
     0.461         0.957         0.985
     0.710         0.408         0.865
     0.695         0.665         0.624
     0.114         0.346         0.173
     0.255         0.959         0.694
     0.378         0.797         0.538
     0.224         0.483         0.776
     0.007         0.443         0.479
     0.238         0.139         0.592
     0.943         0.688         0.198
     0.648         0.298         0.697
     0.294         0.838         0.192
     0.210         0.969         0.310
     0.607         0.852         0.489
     0.347         0.441         0.036
     0.290         0.606         0.321
     0.197         0.488         0.320
     0.354         0.647         0.417
     0.916         0.455         0.412
     0.649         0.891         0.276
     0.388         0.732         0.727
     0.602         0.549         0.537
     0.842         0.871         0.054
     0.999         0.419         0.730
     0.368         0.553         0.409
     0.267         0.084         0.664
     0.199         0.187         0.343
     0.070         0.459         0.302
     0.598         0.258         0.061
     0.593         0.980         0.676
     0.341         0.223         0.004
     0.383         0.015         0.227
     0.147         0.546         0.400
     0.988         0.192         0.469
     0.259         0.962         0.276
     0.583         0.134         0.378
     0.236         0.464         0.363
     0.490         0.282         0.327
     0.616         0.957         0.330
     0.830         0.631         0.252
     0.590         0.627         0.822
     0.778         0.590         0.926
     0.925         0.286         0.641
     0.809         0.951         0.703
     0.197         0.122         0.274
     0.566         0.292         0.513
     0.208         1.000         0.711
     0.499         0.211         0.725
